track,note,velocity,time
1,67,78,960
1,64,66,0
1,59,66,0
1,55,66,0
1,55,0,120
1,67,0,0
1,64,0,0
1,59,0,0
1,55,70,360
1,59,70,0
1,64,70,0
1,67,84,0
1,67,0,720
1,66,77,0
1,66,0,240
1,64,0,0
1,59,0,0
1,55,0,0
1,64,68,0
1,55,57,0
1,55,0,120
1,64,0,0
1,57,70,360
1,66,70,0
1,69,84,0
1,69,0,240
1,66,0,0
1,57,0,0
1,69,37,720
1,66,31,0
1,66,0,480
1,69,0,0
1,66,37,0
1,69,45,0
1,69,0,720
1,66,0,0
1,67,40,0
1,67,0,240
1,69,41,0
1,66,35,0
1,66,0,360
1,69,0,0
1,71,43,120
1,67,36,0
1,67,0,360
1,71,0,0
1,71,78,600
1,67,66,0
1,62,66,0
1,59,66,0
1,59,0,120
1,71,0,0
1,67,0,0
1,62,0,0
1,62,70,360
1,59,70,0
1,67,70,0
1,71,84,0
1,71,0,720
1,69,77,0
1,69,0,240
1,67,0,0
1,59,0,0
1,62,0,0
1,67,68,0
1,59,57,0
1,59,0,120
1,67,0,0
1,61,70,360
1,70,70,0
1,73,84,0
1,73,0,240
1,70,0,0
1,61,0,0
1,73,37,720
1,70,31,0
1,70,0,480
1,73,0,0
1,70,37,0
1,73,45,0
1,73,0,720
1,70,0,0
1,71,40,0
1,71,0,240
1,73,41,0
1,70,35,0
1,70,0,360
1,73,0,0
1,74,43,120
1,71,36,0
1,71,0,360
1,74,0,0
1,74,70,600
1,74,0,960
1,79,70,0
1,79,0,480
1,76,62,0
1,76,0,480
1,74,66,0
1,74,0,480
1,72,56,0
1,72,0,456
1,72,61,24
1,72,0,960
1,81,61,0
1,81,0,480
1,72,52,0
1,72,0,960
1,71,61,0
1,71,0,456
1,71,55,24
1,71,0,960
1,67,50,0
1,67,0,456
1,67,44,24
1,67,0,960
1,64,43,0
1,64,0,456
1,64,41,24
1,64,0,960
1,55,36,0
1,55,0,480
1,52,24,0
1,52,0,480
1,51,24,0
1,59,28,0
1,59,0,864
1,51,0,0
1,76,51,96
1,88,61,0
1,88,0,1200
1,76,0,0
1,75,45,0
1,87,53,0
1,87,0,240
1,75,0,0
1,76,48,0
1,88,57,0
1,88,0,480
1,76,0,0
1,60,51,0
1,64,51,0
1,66,61,0
1,66,0,960
1,64,0,0
1,60,0,0
1,66,66,0
1,64,56,0
1,61,56,0
1,61,0,480
1,64,0,0
1,66,0,0
1,57,60,0
1,63,60,0
1,66,71,0
1,66,0,720
1,67,51,0
1,67,0,240
1,69,56,0
1,69,0,240
1,67,43,0
1,67,0,240
1,63,0,0
1,57,0,0
1,66,47,0
1,66,0,480
1,64,39,0
1,64,0,480
1,76,51,0
1,88,61,0
1,88,0,1200
1,76,0,0
1,75,52,0
1,87,61,0
1,87,0,240
1,75,0,0
1,76,56,0
1,88,66,0
1,88,0,480
1,76,0,0
1,60,51,0
1,64,51,0
1,66,61,0
1,66,0,960
1,64,0,0
1,60,0,0
1,66,52,0
1,64,44,0
1,61,44,0
1,61,0,480
1,64,0,0
1,66,0,0
1,57,46,0
1,63,46,0
1,66,55,0
1,66,0,720
1,69,38,0
1,69,0,240
1,67,41,0
1,67,0,240
1,66,32,0
1,66,0,240
1,63,0,0
1,57,0,0
1,55,30,0
1,64,36,0
1,64,0,480
1,55,0,0
1,59,30,480
1,71,36,0
1,71,0,120
1,59,0,0
1,71,41,360
1,59,34,0
1,59,0,960
1,71,0,0
1,64,30,0
1,76,36,0
1,76,0,120
1,64,0,0
1,76,42,360
1,64,35,0
1,64,0,960
1,76,0,0
1,71,30,0
1,83,36,0
1,83,0,120
1,71,0,0
1,83,40,360
1,71,34,0
1,71,0,960
1,83,0,0
1,88,36,0
1,76,30,0
1,76,0,120
1,88,0,0
1,76,34,360
1,88,41,0
1,88,0,960
1,76,0,0
1,77,70,0
1,83,70,0
1,86,70,0
1,89,82,0
1,89,0,120
1,77,0,0
1,83,0,0
1,86,0,0
1,77,76,360
1,83,76,0
1,86,76,0
1,89,90,0
1,89,0,720
1,77,0,0
1,83,0,0
1,86,0,0
1,88,70,0
1,86,69,120
1,88,0,12
1,84,68,108
1,86,0,12
1,83,68,108
1,84,0,12
1,81,68,108
1,83,0,12
1,79,66,108
1,81,0,12
1,77,64,108
1,79,0,12
1,76,64,108
1,77,0,12
1,74,64,108
1,76,0,12
1,72,64,108
1,74,0,12
1,71,63,108
1,72,0,12
1,69,63,68
1,71,0,8
1,67,63,72
1,69,0,8
1,65,63,72
1,67,0,8
1,64,63,72
1,65,0,8
1,62,63,72
1,64,0,8
1,60,63,72
1,62,0,8
1,59,63,88
1,60,0,10
1,57,63,86
1,59,0,10
1,55,62,86
1,57,0,10
1,54,62,86
1,55,0,10
1,55,89,86
1,54,0,10
1,55,0,230
1,65,40,720
1,62,34,0
1,55,34,0
1,55,0,120
1,62,0,0
1,65,0,0
1,64,45,360
1,60,38,0
1,55,38,0
1,55,0,240
1,60,0,0
1,64,0,0
1,74,76,720
1,80,76,0
1,83,76,0
1,86,90,0
1,86,0,120
1,74,0,0
1,80,0,0
1,83,0,0
1,74,84,360
1,80,84,0
