track,note,velocity,time
1,67,79,0
1,70,79,0
1,75,79,0
1,79,88,0
1,79,0,480
1,67,0,0
1,70,0,0
1,75,0,0
1,65,62,0
1,70,62,0
1,74,62,0
1,77,70,0
1,77,0,120
1,65,0,0
1,70,0,0
1,74,0,0
1,75,62,120
1,67,62,0
1,70,62,0
1,79,70,0
1,79,0,120
1,75,0,0
1,67,0,0
1,70,0,0
1,68,79,120
1,72,79,0
1,80,88,0
1,75,79,0
1,75,0,480
1,68,0,0
1,72,0,0
1,80,0,0
1,75,62,0
1,70,62,0
1,67,62,0
1,79,70,0
1,79,0,120
1,75,0,0
1,70,0,0
1,67,0,0
1,65,63,120
1,72,63,0
1,77,71,0
1,75,63,0
1,75,0,120
1,65,0,0
1,72,0,0
1,77,0,0
1,70,75,120
1,67,75,0
1,75,75,0
1,79,84,0
1,79,0,480
1,70,0,0
1,67,0,0
1,75,0,0
1,65,60,0
1,77,68,0
1,68,60,0
1,74,60,0
1,74,0,120
1,65,0,0
1,77,0,0
1,68,0,0
1,67,57,120
1,63,57,0
1,70,57,0
1,75,63,0
1,75,0,120
1,67,0,0
1,63,0,0
1,70,0,0
1,65,60,120
1,74,60,0
1,77,68,0
1,77,0,120
1,74,0,0
1,65,0,0
1,70,63,120
1,70,0,120
1,63,70,120
1,72,70,0
1,75,79,0
1,75,0,480
1,72,0,0
1,63,0,0
1,63,67,0
1,75,74,0
1,70,67,0
1,74,74,0
1,74,0,480
1,63,0,0
1,75,0,0
1,70,0,0
1,68,67,0
1,63,67,0
1,72,67,0
1,75,74,0
1,75,0,420
1,68,0,0
1,63,0,0
1,72,0,0
1,63,67,60
1,75,74,0
1,67,67,0
1,70,67,0
1,70,0,480
1,63,0,0
1,75,0,0
1,67,0,0
1,62,62,0
1,65,62,0
1,70,62,0
1,74,70,0
1,74,0,120
1,62,0,0
1,65,0,0
1,70,0,0
1,75,70,120
1,70,62,0
1,63,62,0
1,67,62,0
1,67,0,120
1,75,0,0
1,70,0,0
1,63,0,0
1,72,72,120
1,75,72,0
1,79,81,0
1,67,72,0
1,67,0,480
1,72,0,0
1,75,0,0
1,79,0,0
1,77,69,0
1,65,61,0
1,68,61,0
1,72,61,0
1,72,0,120
1,77,0,0
1,65,0,0
1,68,0,0
1,63,61,120
1,67,61,0
1,72,61,0
1,75,69,0
1,75,0,120
1,63,0,0
1,67,0,0
1,72,0,0
1,70,69,120
1,74,78,0
1,62,69,0
1,67,69,0
1,67,0,480
1,70,0,0
1,74,0,0
1,62,0,0
1,60,64,0
1,63,64,0
1,67,64,0
1,72,72,0
1,72,0,120
1,60,0,0
1,63,0,0
1,67,0,0
1,70,70,120
1,58,62,0
1,62,62,0
1,67,62,0
1,67,0,120
1,70,0,0
1,58,0,0
1,62,0,0
1,57,61,120
1,66,61,0
1,69,69,0
1,69,0,120
1,66,0,0
1,57,0,0
1,62,66,120
1,62,0,120
1,55,68,120
1,67,75,0
1,67,0,480
1,55,0,0
1,55,68,0
1,66,68,0
1,67,75,0
1,67,0,480
1,66,0,0
1,55,0,0
1,55,67,0
1,65,67,0
1,67,74,0
1,67,0,420
1,65,0,0
1,55,0,0
1,67,79,60
1,79,88,0
1,70,79,0
1,75,79,0
1,75,0,480
1,67,0,0
1,79,0,0
1,70,0,0
1,77,72,0
1,74,64,0
1,65,64,0
1,70,64,0
1,70,0,120
1,77,0,0
1,74,0,0
1,65,0,0
1,67,64,120
1,70,64,0
1,75,64,0
1,79,72,0
1,79,0,120
1,67,0,0
1,70,0,0
1,75,0,0
1,80,88,120
1,68,79,0
1,72,79,0
1,75,79,0
1,75,0,480
1,80,0,0
1,68,0,0
1,72,0,0
1,67,62,0
1,70,62,0
1,75,70,0
1,79,70,0
1,79,0,120
1,67,0,0
1,70,0,0
1,75,0,0
1,75,70,120
1,72,62,0
1,77,70,0
1,65,62,0
1,65,0,120
1,75,0,0
1,72,0,0
1,77,0,0
1,67,77,120
1,70,77,0
1,75,77,0
1,79,85,0
1,79,0,480
1,67,0,0
1,70,0,0
1,75,0,0
1,77,72,0
1,65,64,0
1,68,64,0
1,74,64,0
1,74,0,120
1,77,0,0
1,65,0,0
1,68,0,0
1,63,62,120
1,67,62,0
1,70,62,0
1,75,70,0
1,75,0,120
1,63,0,0
1,67,0,0
1,70,0,0
1,77,68,120
1,74,60,0
1,65,60,0
1,65,0,120
1,74,0,0
1,77,0,0
1,70,66,120
1,70,0,120
1,63,74,120
1,75,83,0
1,75,0,480
1,63,0,0
1,73,78,0
1,63,78,0
1,75,86,0
1,75,0,480
1,63,0,0
1,73,0,0
1,71,83,0
1,63,83,0
1,75,93,0
1,75,0,450
1,63,0,0
1,71,0,0
1,87,101,30
1,82,90,0
1,75,90,0
1,78,90,0
1,78,0,480
1,87,0,0
1,82,0,0
1,75,0,0
1,78,83,0
1,82,83,0
1,86,93,0
1,74,83,0
1,74,0,240
1,78,0,0
1,82,0,0
1,86,0,0
1,87,90,0
1,82,80,0
1,78,80,0
1,75,80,0
1,75,0,240
1,87,0,0
1,82,0,0
1,78,0,0
1,78,85,0
1,83,95,0
1,75,85,0
1,71,85,0
1,71,0,480
1,78,0,0
1,83,0,0
1,75,0,0
1,82,86,0
1,70,78,0
1,78,78,0
1,75,78,0
1,75,0,240
1,82,0,0
1,70,0,0
1,78,0,0
1,78,77,0
1,83,85,0
1,75,77,0
1,71,77,0
1,71,0,240
1,78,0,0
1,83,0,0
1,75,0,0
1,80,92,0
1,68,82,0
1,75,82,0
1,71,82,0
1,71,0,480
1,80,0,0
1,68,0,0
1,75,0,0
1,79,83,0
1,75,74,0
1,71,74,0
1,67,74,0
1,67,0,240
1,79,0,0
1,75,0,0
1,71,0,0
1,68,74,0
1,71,74,0
1,80,83,0
1,75,74,0
1,75,0,240
1,68,0,0
1,71,0,0
1,80,0,0
1,66,79,0
1,69,79,0
1,72,79,0
1,78,88,0
1,78,0,480
1,66,0,0
1,69,0,0
1,72,0,0
1,77,73,0
1,77,0,120
1,74,61,0
1,74,0,120
1,70,63,0
1,70,0,120
1,69,60,0
1,69,0,120
1,74,71,0
1,74,0,120
1,70,61,0
1,70,0,120
1,65,63,0
1,65,0,120
1,64,61,0
1,64,0,120
1,70,70,0
1,70,0,120
1,65,61,0
1,65,0,120
1,62,63,0
1,62,0,120
1,60,61,0
1,60,0,120
1,89,64,3360
1,89,0,120
1,86,59,0
1,86,0,120
1,82,61,0
1,82,0,120
1,81,60,0
1,81,0,120
1,86,64,0
1,86,0,120
1,82,58,0
1,82,0,120
1,77,58,0
1,77,0,120
1,76,58,0
1,76,0,120
1,82,60,0
1,82,0,120
1,77,56,0
1,77,0,120
1,74,56,0
1,74,0,120
1,72,56,0
1,72,0,120
1,70,66,0
1,70,0,480
1,70,68,0
1,67,60,0
1,67,0,480
1,70,0,0
1,63,63,0
1,67,71,0
1,70,71,0
1,70,0,480
1,67,0,0
1,63,0,0
1,72,74,0
1,60,67,0
1,63,67,0
1,67,74,0
1,67,0,480
1,72,0,0
1,60,0,0
1,63,0,0
1,60,68,0
1,63,68,0
1,68,75,0
1,72,75,0
1,72,0,480
1,60,0,0
1,63,0,0
1,68,0,0
1,72,72,0
1,77,81,0
1,65,72,0
1,68,72,0
1,68,0,480
1,72,0,0
1,77,0,0
1,65,0,0
1,62,79,0
1,67,79,0
1,71,88,0
1,74,88,0
1,86,57,480
1,86,0,120
1,83,53,0
1,83,0,120
1,79,54,0
1,79,0,120
1,78,54,0
1,78,0,120
1,83,57,0
1,83,0,120
1,79,54,0
1,79,0,120
1,74,54,0
1,74,0,120
1,73,54,0
1,73,0,120
1,79,57,0
1,79,0,120
1,74,54,0
1,74,0,120
1,71,55,0
1,71,0,120
1,69,54,0
1,69,0,120
1,74,0,0
1,62,0,0
1,67,0,0
1,71,0,0
1,67,64,0
1,67,0,480
1,65,58,0
1,67,64,0
1,67,0,480
1,65,0,0
1,63,60,0
1,67,68,0
1,67,0,480
1,63,0,0
