track,note,velocity,time
1,68,59,1
1,67,35,120
1,64,35,0
1,64,0,120
1,67,0,0
1,68,0,0
1,69,62,0
1,64,35,120
1,67,35,0
1,67,0,120
1,64,0,0
1,69,0,0
1,73,64,0
1,69,37,120
1,67,37,0
1,67,0,120
1,69,0,0
1,73,0,0
1,78,68,0
1,67,40,120
1,69,40,0
1,69,0,120
1,67,0,0
1,78,0,0
1,76,68,0
1,67,40,120
1,69,40,0
1,69,0,120
1,67,0,0
1,76,0,0
1,74,66,0
1,62,38,120
1,66,38,0
1,66,0,120
1,62,0,0
1,74,0,0
1,69,63,0
1,62,36,120
1,66,36,0
1,66,0,120
1,62,0,0
1,69,0,0
1,62,38,120
1,66,38,0
1,66,0,120
1,62,0,0
1,69,64,0
1,69,0,60
1,62,39,60
1,66,39,0
1,66,0,120
1,62,0,0
1,69,67,0
1,69,0,120
1,61,48,0
1,64,48,0
1,64,0,60
1,61,0,0
1,61,56,60
1,64,56,0
1,64,0,120
1,66,45,0
1,66,0,120
1,61,0,0
1,67,59,0
1,61,42,120
1,64,42,0
1,64,0,120
1,61,0,0
1,67,0,0
1,71,59,0
1,59,43,120
1,67,43,0
1,67,0,120
1,59,0,0
1,71,0,0
1,69,57,0
1,57,39,120
1,66,39,0
1,66,0,120
1,57,0,0
1,69,0,0
1,66,55,0
1,57,36,120
1,62,36,0
1,62,0,120
1,57,0,0
1,66,0,0
1,64,53,0
1,57,34,120
1,61,34,0
1,61,0,120
1,57,0,0
1,64,0,0
1,68,59,0
1,64,40,120
1,67,40,0
1,67,0,120
1,64,0,0
1,68,0,0
1,69,69,0
1,64,38,120
1,67,38,0
1,67,0,120
1,64,0,0
1,55,40,120
1,57,40,0
1,57,0,120
1,55,0,0
1,69,0,0
1,55,38,120
1,57,38,0
1,57,0,120
1,55,0,0
1,61,45,0
1,55,38,120
1,57,38,0
1,57,0,120
1,55,0,0
1,61,0,0
1,62,62,0
1,57,38,120
1,54,38,0
1,54,0,120
1,57,0,0
1,62,0,0
1,66,64,0
1,57,39,120
1,62,39,0
1,62,0,120
1,57,0,0
1,66,0,0
1,71,68,0
1,66,40,120
1,62,40,0
1,62,0,120
1,66,0,0
1,71,0,0
1,69,68,0
1,66,40,120
1,62,40,0
1,62,0,120
1,66,0,0
1,69,0,0
1,67,68,0
1,62,40,120
1,55,40,0
1,55,0,120
1,62,0,0
1,67,0,0
1,71,70,0
1,62,42,120
1,67,42,0
1,67,0,120
1,62,0,0
1,71,0,0
1,76,74,0
1,67,44,120
1,64,44,0
1,64,0,120
1,67,0,0
1,76,0,0
1,74,72,0
1,67,41,120
1,62,41,0
1,62,0,120
1,67,0,0
1,74,0,0
1,73,68,0
1,61,38,120
1,67,38,0
1,67,0,120
1,61,0,0
1,73,0,0
1,71,65,0
1,62,38,120
1,67,38,0
1,67,0,120
1,62,0,0
1,71,0,0
1,69,60,0
1,63,35,120
1,67,35,0
1,67,0,120
1,63,0,0
1,69,0,0
1,68,59,0
1,64,35,120
1,67,35,0
1,67,0,120
1,64,0,0
1,68,0,0
1,69,62,0
1,64,35,120
1,67,35,0
1,67,0,120
1,64,0,0
1,69,0,0
1,73,64,0
1,67,37,120
1,69,37,0
1,69,0,120
1,67,0,0
1,73,0,0
1,78,68,0
1,67,40,120
1,69,40,0
1,69,0,120
1,67,0,0
1,78,0,0
1,76,68,0
1,67,40,120
1,69,40,0
1,69,0,120
1,67,0,0
1,76,0,0
1,74,66,0
1,62,38,120
1,66,38,0
1,66,0,120
1,62,0,0
1,74,0,0
1,69,63,0
1,62,36,120
1,66,36,0
1,66,0,120
1,62,0,0
1,69,0,0
1,62,38,120
1,66,38,0
1,66,0,120
1,62,0,0
1,69,64,0
1,69,0,60
1,62,39,60
1,66,39,0
1,66,0,120
1,62,0,0
1,69,67,0
1,69,0,120
1,61,48,0
1,64,48,0
1,64,0,60
1,61,0,0
1,61,56,60
1,64,56,0
1,64,0,120
1,66,45,0
1,66,0,120
1,61,0,0
1,67,59,0
1,61,42,120
1,64,42,0
1,64,0,120
1,61,0,0
1,67,0,0
1,71,59,0
1,59,39,120
1,67,39,0
1,67,0,120
1,59,0,0
1,71,0,0
1,69,56,0
1,57,36,120
1,66,36,0
1,66,0,120
1,57,0,0
1,69,0,0
1,66,55,0
1,57,35,120
1,62,35,0
1,62,0,120
1,57,0,0
1,66,0,0
1,64,51,0
1,57,34,120
1,61,34,0
1,61,0,120
1,57,0,0
1,64,0,0
1,68,59,0
1,64,40,120
1,67,40,0
1,67,0,120
1,64,0,0
1,68,0,0
1,69,69,0
1,64,38,120
1,67,38,0
1,67,0,120
1,64,0,0
1,55,40,120
1,57,40,0
1,57,0,120
1,55,0,0
1,69,0,0
1,55,38,120
1,57,38,0
1,57,0,120
1,55,0,0
1,61,45,0
1,55,38,120
1,57,38,0
1,57,0,120
1,55,0,0
1,61,0,0
1,62,62,0
1,57,38,120
1,54,38,0
1,54,0,120
1,57,0,0
1,62,0,0
1,66,64,0
1,57,39,120
1,62,39,0
1,62,0,120
1,57,0,0
1,66,0,0
1,71,68,0
1,66,40,120
1,62,40,0
1,62,0,120
1,66,0,0
1,71,0,0
1,69,68,0
1,66,40,120
1,62,40,0
1,62,0,120
1,66,0,0
1,69,0,0
1,67,68,0
1,62,40,120
1,55,40,0
1,55,0,120
1,62,0,0
1,67,0,0
1,71,70,0
1,62,42,120
1,67,42,0
1,67,0,120
1,62,0,0
1,71,0,0
1,76,74,0
1,67,44,120
1,64,44,0
1,64,0,120
1,67,0,0
1,76,0,0
1,74,72,0
1,67,41,120
1,62,41,0
1,62,0,120
1,67,0,0
1,74,0,0
