track,note,velocity,time
1,59,80,1
1,59,0,479
1,59,74,0
1,59,0,400
1,59,77,0
1,59,0,80
1,59,80,0
1,59,0,480
1,61,75,0
1,61,0,480
1,61,76,0
1,61,0,480
1,63,78,0
1,63,0,400
1,63,75,0
1,63,0,80
1,63,75,0
1,63,0,480
1,63,73,0
1,63,0,480
1,64,75,0
1,64,0,480
1,64,76,0
1,64,0,400
1,64,80,0
1,64,0,80
1,64,80,0
1,64,0,480
1,63,85,0
1,63,0,400
1,63,85,0
1,63,0,80
1,63,90,0
1,63,0,480
1,63,80,0
1,63,0,400
1,61,64,0
1,61,0,80
1,61,64,0
1,61,0,480
1,61,64,0
1,61,0,400
1,59,46,0
1,59,0,80
1,59,41,0
1,59,0,480
1,59,44,0
1,59,0,400
1,59,47,0
1,59,0,80
1,59,47,0
1,59,0,480
1,59,51,0
1,59,0,400
1,59,61,0
1,59,0,80
1,60,62,0
1,60,0,480
1,62,66,0
1,62,0,480
1,64,72,0
1,64,0,480
1,64,76,0
1,64,0,400
1,64,80,0
1,64,0,80
1,64,83,0
1,64,0,480
1,64,86,0
1,64,0,400
1,64,87,0
1,64,0,80
1,65,89,0
1,65,0,480
1,67,91,0
1,67,0,480
1,68,96,0
1,68,0,320
1,63,91,0
1,63,0,160
1,63,88,0
1,63,0,400
1,61,78,0
1,61,0,80
1,60,75,0
1,60,0,400
1,59,71,0
1,59,0,80
1,59,69,0
1,59,0,400
1,59,44,0
1,59,0,80
1,59,36,0
1,59,0,480
1,59,39,0
1,59,0,420
1,59,40,0
1,59,0,60
1,59,42,0
1,59,0,480
1,60,45,0
1,60,0,480
1,60,49,0
1,60,0,480
1,60,42,0
1,60,0,420
1,60,45,0
1,60,0,60
1,60,46,0
1,60,0,480
1,62,62,0
1,62,0,400
1,62,70,0
1,62,0,80
1,62,61,0
1,62,0,480
1,62,74,0
1,62,0,420
1,62,73,0
1,62,0,60
1,62,73,0
1,62,0,480
1,63,84,0
1,63,0,420
1,64,82,0
